,store_id,portal_id,o2o_score,score,review,processed_review,
630,324888,3000,,5.0,10월달이라 오전은 아직 덥고 오후에 한 바퀴 돌면 빌딩 숲 가운데에서 조선의 정취를 느낄 수 있고 분위기도 너무 좋다. 외국인 관광객들도 많아서 우리나라를 소개할 수 있는 기회도 많고 한복을 입고 경복궁에 가면 입장료가 무료이니 무료로 경복궁을 구경하고 외국인에게 한복도 소개해 줄 수 있는 좋은 기회이다10월달이라 오전은 아직 덥고 오후에 한 바퀴 돌면 빌딩 숲 가운데에서 조선의 정취를 느낄 수 있고 분위기도 너무 좋다. 외국인 관광객들도 많아서 우리나라를 소개할 수 있는 기회도 많고 한복을 입고 경복궁에 가면 입장료가 무료이니 무료로 경복궁을 구경하고 외국인에게 한복도 소개해 줄 수 있는 좋은 기회이다
690,324888,3000,,5.0,6월에 서울여행을 하면서 광화문을 지나면서 참으로 뭉클했습니다 건축물을보면서뭔가뭉클한 느낌을받을 수 있다는 것이 신기할정도! 이러한 느낌은 해설사의 해설을 받으면서 더욱 좋았습니다 꼭 해설사의 해설과 함께 경복궁을 둘러보세요6월에 서울여행을 하면서 광화문을 지나면서 참으로 뭉클했습니다 건축물을보면서뭔가뭉클한 느낌을받을 수 있다는 것이 신기할정도! 이러한 느낌은 해설사의 해설을 받으면서 더욱 좋았습니다 꼭 해설사의 해설과 함께 경복궁을 둘러보세요
1070,324888,3000,,4.0,""" this place is very near our hotel"" this place is very near our hotel  we were able to go by just walking  we really enjoyed taking pictures of the palace  in fact i made it as my profile picture' background""."
1220,324888,3000,,3.0,... But not as much as Changdeokgung Palace. So if you only have time for one... But not as much as Changdeokgung Palace. So if you only have time for one  pick the smaller  more intricate Unesco World Heritage Site.
1300,324888,3000,,4.0,This is a small place to take a stroll.... I visited here ten years ago and this time it was packed with Chinese tourists...shockingly many of them. And some crazy boys running here and there I simply couldn't enjoy this place.. Visit here on week days..  주중에 방문하실 것을 권해드립니다 주말에는 중국인 관광객을 비롯하여 떠들고 설치고 분위기를 해치는 요소들이 너무 많았답니다This is a small place to take a stroll.... I visited here ten years ago and this time it was packed with Chinese tourists...shockingly many of them. And some crazy boys running here and there I simply couldn't enjoy this place.. Visit here on week days..  주중에 방문하실 것을 권해드립니다 주말에는 중국인 관광객을 비롯하여 떠들고 설치고 분위기를 해치는 요소들이 너무 많았답니다
1330,324888,3000,,5.0,You should visit this place during chuseokYou should visit this place during chuseok  although is a bit crowded  but many cultural activities  free hanbok experiences happening during this time!  香远亭就是所谓的宫内后院，也是我最喜欢的地方。。 醉香桥，景如其名。。 令人陶醉的独木桥与充满香气的莲花池左右作伴！ 那个朝代，这里应该是最让人舒缓压力的地方了！
1370,324888,3000,,5.0,"""When you go there""When you go there  you might get surprized at it since it's located in the center of Seoul! for me it was great to see since you can find modern and old at a time there! Gwanghwamun? is the main gate of this palace and you can find guards in traditional costume! looks cool to take picture with them! Change of guard ceremony was 10am  it's something! Don't miss it! When my family went there  we dressed up in Hanbok which is Korean traditional costume! If you are in Hanbok  then entrance fee  3000KRW is free! Anyway it's really fun to go around the palace in Hanbok! We got really good pictures for life! I never forget this special experience"
1440,324888,3000,,5.0,. Must visit place . located in the city center so you can see how the history met the future . big palace beautyful park check when the gyeongbokgung palace changing of the guards very beautyful ceremony. Must visit place . located in the city center so you can see how the history met the future . big palace beautyful park check when the gyeongbokgung palace changing of the guards very beautyful ceremony
1840,324888,3000,,5.0,3 bucks to walk around this amazing place for a couple hours. Had a great time. Highly recommended. Museum was nice.3 bucks to walk around this amazing place for a couple hours. Had a great time. Highly recommended. Museum was nice.
2270,324888,3000,,3.0,1 hour tops. Zip through. Take a few photos. Read a few signsZip out. I love history1 hour tops. Zip through. Take a few photos. Read a few signsZip out. I love history  but not with thousands of people elbowing me.
2550,324888,3000,,5.0,- The guard changing ceremony is very fascinating and educational. - Try the guard changing costume. What an experience! - I just love how the staffs of the palace wear traditional clothes. - Easily accessible by subway. Just 10 minutes walk from there.- The guard changing ceremony is very fascinating and educational. - Try the guard changing costume. What an experience! - I just love how the staffs of the palace wear traditional clothes. - Easily accessible by subway. Just 10 minutes walk from there.
2670,324888,3000,,4.0,10am is the time you must be there for the main event of changing of the guards10am is the time you must be there for the main event of changing of the guards  they do it every hour but 10am has the most number of guards who participates.
2690,324888,3000,,5.0,5 visits to Seoul5 visits to Seoul  I came here thrice! I specially visit the place again as my previous trip I came in early autumn and mid autumn. Very much wanted a view of the palace in winter! It's lovely  the only thing is it will be more beautiful if it snowed. Simply loved this attraction so much! A great way to spend a morning in Seoul... I'll be back here again in the other seasons.
1710,553546,3000,,4.0,10 years ago10 years ago  this is where you had great look at the local culture along with fantastic local food fare.  what it has become now is a city center shoe piece frequented by mostly tourists. As such  the level of authenticity has gone down and the commercialism has gone up.  For first time visitors though  still a must-go place. there are still many gems to be found if you look as far as good local food is concerned.
1760,553546,3000,,2.0,明洞 is one of the most famous places in Seoul. you go there at least once but you don't have to go there again.明洞 is one of the most famous places in Seoul. you go there at least once but you don't have to go there again.
2050,553546,3000,,3.0,"""Seen one""Seen one  seen them all"" is unfortunately the phrase that comes to mind when I visited Myeongdong. If you've not been to a shopping district before  or have a particular purchase in mind then it's definitely worth a visit. Otherwise  Myeongdong can feel repetitive as in my opinion it does very little to separate itself for the dozens and dozens of other shopping districts."
2190,553546,3000,,4.0,50% of the items are facial shops50% of the items are facial shops  repeating sale of the same items. Food items are also mediocre in standard and really expensive. Good to go for just a sense of the place  famous Jimdak noodles as well as dumpling stall. Also be prepared to be shoved by locals and foreign travelers.
2380,553546,3000,,2.0,My friends and I went to Myeongdong many timesMy friends and I went to Myeongdong many times  and we got very bad experience there. We do like shopping and dining there  but somehow they'll show their temper / unfriendly attitude if you just buy little stuff or nothing to buy in the shop. Not only retail shops  but restaurants. So-called shopping paradise  just so so.  對於旅客來說，明洞係一個非常出名的購物地點！但係如果在店鋪只消費少少或者完全無消費，售貨員就立即黑面、發脾氣！這裡絕對稱不上係一個購物天堂！所謂的購物熱點就是這樣！
2470,553546,3000,,5.0,"7 days 6 nights stayed at Myeongdong. In love with the weather (Mid Nov) & enjoyed the shopping. If you can speak mandarin7 days 6 nights stayed at Myeongdong. In love with the weather (Mid Nov) & enjoyed the shopping. If you can speak mandarin  you shall not worry when you are at there but for english  it's kinda difficult to communicate. Myeongdong is big and crowded of youngsters and it's very convenient to walk around. Seoul is just that ""big"" where you can actually walk around if you have the strength and with the right footwear. Overall the expenses of food is kinda expensive but i think it's value of money because the potion is enough for my husband and i."
1610,592506,3000,,5.0,“Shop Till You Drop for the Ladies” great place to buy souvenirs “Shop Till You Drop for the Ladies” great place to buy souvenirs   and lots of kpop stuff.....................
1830,2194168,3000,,5.0,1500 won for the whole day. Fast convenient and easy to use. Subway and trains are clean. Its a very efficient way to get around Seoul.1500 won for the whole day. Fast convenient and easy to use. Subway and trains are clean. Its a very efficient way to get around Seoul.
2070,2194168,3000,,5.0,-Much much cleaner than New York City's subway-Much much cleaner than New York City's subway  but just as logical. -More frequent and timely subways than in Canada  but just as safe. -The downside: you'll have to take a taxi home of you go out late for drinks  because the train seems to stop working around midnight for some reason  even on Saturdays!  Advice: -Don't be afraid to ask for confirmation that you are at the right place from the locals. Most South Korean people in their early twenties have more than enough English to help you out. -Pick up several copies of the train map in your language at the airport or a tourist booth around the city ASAP. They will make travel easier.
2310,2194168,3000,,5.0,- Easiest way to travel around Seoul- Easiest way to travel around Seoul  you can get almost everywhere by the metro - You can use either cash or the T-Money card  so fuss free! - I love using the metro  as one of its station is so near to the guesthouse I stayed at
2410,2194168,3000,,5.0,Cheap n clean n so convenient !!! It's 1 dollars to go anywhere around Seoul area!!! Can u believe it!? A plus plus plus 엄청나게 편리해요 가격도 싸고 세계 최고오 좋은 대중교통이랍니다. 한국에 오시면 꼭 이용하세요!!!!!!! 환승도 무료랍니다. 한국은 교통이 너무 좋아요 . 안전하게 다닐 수 있어요Cheap n clean n so convenient !!! It's 1 dollars to go anywhere around Seoul area!!! Can u believe it!? A plus plus plus 엄청나게 편리해요 가격도 싸고 세계 최고오 좋은 대중교통이랍니다. 한국에 오시면 꼭 이용하세요!!!!!!! 환승도 무료랍니다. 한국은 교통이 너무 좋아요 . 안전하게 다닐 수 있어요
2760,2194168,3000,,5.0,+ Fast + Bilingual (english and korean) + Easy to understand + safe + cheap  There might be some areas which are not accessible by metro. If you have to take the bus+ Fast + Bilingual (english and korean) + Easy to understand + safe + cheap  There might be some areas which are not accessible by metro. If you have to take the bus  pls consider  that the bus system is hard to understand.
2800,2194168,3000,,4.0,some people in metro are rude. they don't care how their voice is loudsome people in metro are rude. they don't care how their voice is loud  tend not to keep their order. 특히 1호선  예의 좀 지키자.
3520,2194168,3000,,4.0,1. Easy to get around 2. Good coverage of Seoul 3. Download the smartphone Apps - very handy to check your stations 4. You can procure the stored value card from the international airport convenient store (near the airport station) and get an refund on your deposit when you depart at the same convenient store1. Easy to get around 2. Good coverage of Seoul 3. Download the smartphone Apps - very handy to check your stations 4. You can procure the stored value card from the international airport convenient store (near the airport station) and get an refund on your deposit when you depart at the same convenient store
3600,2194168,3000,,5.0,22 lines connecting you to Seoul and the airports and with other towns22 lines connecting you to Seoul and the airports and with other towns  easy to read map (similar to that of the Tube map of London)  The best thing about the transport systems in Seoul is that they can all be linked to the T-MONEY card which can be purchased at any convenient store for 3000won and topped up  The T-money card also can be used for the AREX from incheon/Gimpo airports and the Metro as well as using the card in Taxis and purchasing at convenient stores  i definitely recommend buying this even if you are in seoul for a couple of days - easy to use and top up  each station is marked with clear exit signage which tells you where and which street you exit out from and end up  there are also subway tunnels which go under main roads and lead you out to the other side  so convenient and safe!  The stations are all clean and signage is in both Korean and English  The subway is safe to use and I had no issues travelling as a single girl  I was very impressed with the subway system here  so much better than any other that I have experienced around the works as well safe and convenient  DONT FORGET TO BUY THE T-MONEY CARD ... I really recommend this
110,1519813,3000,,5.0,5월이나 9월쯤 바람 부는 시기에 가면 버스킹도 많고5월이나 9월쯤 바람 부는 시기에 가면 버스킹도 많고  음식 시켜먹기도 좋고 바람불며 좋습니다 ㅎㅎ 여름에는 많이 더워요. 다양한 배달음식이 많아서 돗자리 펴놓고 배달음식 시켜먹으면서 맥주한잔에 버스킹 관람하면 최고입니다 ㅎㅎ
110,1519813,3000,,5.0,8시 이후에 운동하는 사람들이 많아서 개인적으로 그 전 시간에 걷기가 좋은 것 같다. 특히 강아지랑 산책하기에 좋다.8시 이후에 운동하는 사람들이 많아서 개인적으로 그 전 시간에 걷기가 좋은 것 같다. 특히 강아지랑 산책하기에 좋다.
120,1519813,3000,,5.0,Han River is so good so nice to Walking  산책하기 좋고 데이트 하기 좋고 잘 가꾸어진 아름다운 곳입니다.  한강은 매우 큰 강 입니다 가보시면 감독을 받을 거예요Han River is so good so nice to Walking  산책하기 좋고 데이트 하기 좋고 잘 가꾸어진 아름다운 곳입니다.  한강은 매우 큰 강 입니다 가보시면 감독을 받을 거예요
170,1519813,3000,,4.0,Egypt Cairo의 Nile강 처럼 수도의 중심을 뚫고 흐른다는데는 비슷하나 Cairo의 Nile강 서쪽은 묘지의 도시라 서울과는 비교가 안 되는 것 같습니다. 이렇게 좋은 천연환경에 더해 다양한 편의시설이 줄비한데 비해 이용시민이 적다느데 놀라지 않을 수 없습니다.Egypt Cairo의 Nile강 처럼 수도의 중심을 뚫고 흐른다는데는 비슷하나 Cairo의 Nile강 서쪽은 묘지의 도시라 서울과는 비교가 안 되는 것 같습니다. 이렇게 좋은 천연환경에 더해 다양한 편의시설이 줄비한데 비해 이용시민이 적다느데 놀라지 않을 수 없습니다.
220,1519813,3000,,4.0,1년에 한번씩 한강공원을 찾아 2km정도 걷습니다. 아름다운 경관과 흐르는 강물이 조화롭고 많은사람들이 휴식을 취하기위해 찾는곳입니다.1년에 한번씩 한강공원을 찾아 2km정도 걷습니다. 아름다운 경관과 흐르는 강물이 조화롭고 많은사람들이 휴식을 취하기위해 찾는곳입니다.
290,1519813,3000,,4.0,- 한강 공원은 잠원반포지구- 한강 공원은 잠원반포지구  압구정 근처  선유도 근처가 매우 좋습니다. - 봄 가을에 맥주나 와인을 가지고 가서 한강을 보면서 노래도 듣습니다. - 서울에 한강이 없었다면 삭막했을 것 같네요. - 라인강  세느강 등 보다 훨씬 아름다운 강입니다.
420,1519813,3000,,5.0,9월 5일 아침일찍 77세 생신을 맞이하신 아버님과 함께 압구정 나들목부터 청담대교 근처까지 왕복으로 산책을 하였습니다.  정말 서울시민만이 가질 수 있는 최고의 선물인것 같습니다.9월 5일 아침일찍 77세 생신을 맞이하신 아버님과 함께 압구정 나들목부터 청담대교 근처까지 왕복으로 산책을 하였습니다.  정말 서울시민만이 가질 수 있는 최고의 선물인것 같습니다.
440,1519813,3000,,4.0,TV에서만 보던 물빛광장에 아이들을 데리고 가봤다. 마포대교 아래는 시원한 바람에 많은 사람들이 나와있었고TV에서만 보던 물빛광장에 아이들을 데리고 가봤다. 마포대교 아래는 시원한 바람에 많은 사람들이 나와있었고  아이들이 물놀이하기엔 너무 충분하고도 큰 물빛광장은 꼭 한번 가봐야할 곳
440,1519813,3000,,4.0,5월에 다녀온 한강 여의도지구는 확트인 뷰와 주변의 작은 편의점5월에 다녀온 한강 여의도지구는 확트인 뷰와 주변의 작은 편의점  치킨집등이 있어 여러 사람이 자연을 느끼며 즐기기에 좋은 곳이었다.
530,1519813,3000,,5.0,2주차장쪽에 있는 공원을 이용하였습니다. 현재 밤에는 모기가 많으니 주의하세요^^ 좀 냄새나고 더럽고 벌레가 많지만 공용 화장실도 있습니다. 원두막같은것도 하나있어요2주차장쪽에 있는 공원을 이용하였습니다. 현재 밤에는 모기가 많으니 주의하세요^^ 좀 냄새나고 더럽고 벌레가 많지만 공용 화장실도 있습니다. 원두막같은것도 하나있어요
580,1519813,3000,,3.0,WellWell  it is what it is - a riverside park. There isn't much to do here  except to just take a leisurely stroll along the river and enjoy the wind and the waters for a while  maybe even snap some pictures.  There used to be more food outlets here  but they have since closed down and are now replaced by convenience stores. Still  if you do want to get food  you can buy them from the pushcarts selling food like kimbab and tteokbokki  although these are priced a little more expensive.  The best time to visit this place is actually in early October  for the Seoul International Fireworks Festival (서울세계불꽃축제). But if you are going for the festival  do head down to the park early even though the opening ceremony only commences at 7pm. In fact  you should be there by around 4pm to reserve a nice spot in the park to get a good view of the fireworks. If you don't have a picnic mat  fret not because there will be people selling. Likewise  there will be a lot of pushcarts on that day  so you don't have to worry about food while watching the fireworks either.  To get to the park  I recommend taking the Seoul Subway to Yeouinaru Station (Line 5) and going out from exit 4. The park is right in view when you exit the station.
0,1169465,3000,,5.0,12월은 1일부터 15일까지는 걸어서 올라가는걸 염두하시고 가세요 언덕같은 산이라 남자에게는 별거 아니지만 여자분은 좀 힘드실수 있습니다12월은 1일부터 15일까지는 걸어서 올라가는걸 염두하시고 가세요 언덕같은 산이라 남자에게는 별거 아니지만 여자분은 좀 힘드실수 있습니다
10,1169465,3000,,4.0,N서울타워에서는 서울 대부분의 모습을 볼수있습니다. 특히 야경의 모습은 매우 화려합니다. 타워까지 올라가는 방법은 케이블카를 이용하는 방법과 직접 걸어가는 방법이 있는데N서울타워에서는 서울 대부분의 모습을 볼수있습니다. 특히 야경의 모습은 매우 화려합니다. 타워까지 올라가는 방법은 케이블카를 이용하는 방법과 직접 걸어가는 방법이 있는데  그중에서도 후자를 추천합니다.  산이 높지도 않은데다가 가는 길에 한양 성곽의 터와 도심의 풍경도 같이 볼 수 있기때문에 직접 걸어올라간다면 더 특별한 경험이 될 것입니다.
60,1169465,3000,,5.0,10월 마지막 비오는날 올라갔는데 예술이다 화장실도 너무 멋있고 강북 강남을 아우를 수 있는 서울 최고 전망대 교통이 불편한게 아쉬움10월 마지막 비오는날 올라갔는데 예술이다 화장실도 너무 멋있고 강북 강남을 아우를 수 있는 서울 최고 전망대 교통이 불편한게 아쉬움
80,1169465,3000,,5.0,N 서울 타워는 아무래도 익숙치 않아요. 남산타워를 모두 쳐다보기는 하지만 올라가본 사람은 많지 않아요. 회현동에서 엘리베이터 비슷한 리프트 타고 올라가는 길 따라 갑니다 안에는 식당이 있어요. 하지만 저는 밖에서 보는 것 강추~ 아래에서 보는 남산타워는 색이 일정하지 않아요.N 서울 타워는 아무래도 익숙치 않아요. 남산타워를 모두 쳐다보기는 하지만 올라가본 사람은 많지 않아요. 회현동에서 엘리베이터 비슷한 리프트 타고 올라가는 길 따라 갑니다 안에는 식당이 있어요. 하지만 저는 밖에서 보는 것 강추~ 아래에서 보는 남산타워는 색이 일정하지 않아요.
110,1169465,3000,,5.0,8살 아들과 다녀왔다 케이블카타고 다녀오면 하나도 힘들지 않다 타워안에 엘리베이터를 타고 올라가면 좋은 경치를 감상할수 있다 심지어 화장실에서도 경치를 감상할수 있다8살 아들과 다녀왔다 케이블카타고 다녀오면 하나도 힘들지 않다 타워안에 엘리베이터를 타고 올라가면 좋은 경치를 감상할수 있다 심지어 화장실에서도 경치를 감상할수 있다
160,1169465,3000,,4.0,n 서울타워 11/11 서울로 테라스 걷기대회 서울로 테라스--> 남산 백범광장--> n 서울타워--> 팔각정  09:00~11:30  날씨도 좋고 기분이 좋네요n 서울타워 11/11 서울로 테라스 걷기대회 서울로 테라스--> 남산 백범광장--> n 서울타워--> 팔각정  09:00~11:30  날씨도 좋고 기분이 좋네요
230,1169465,3000,,5.0,30년전에 서울에 살면서 바라만 보다 30년이 지난 지금가족과 함께 처음으로 올라와 한눈에 보이는 서울시내 모습이 새롭고 정겹게 느껴집니다. 서울타워를 기념하는 조그만 종을 사서 서로 나눠갖고 즐거운 한 때를 보내고 제주로 돌아왔습니다.30년전에 서울에 살면서 바라만 보다 30년이 지난 지금가족과 함께 처음으로 올라와 한눈에 보이는 서울시내 모습이 새롭고 정겹게 느껴집니다. 서울타워를 기념하는 조그만 종을 사서 서로 나눠갖고 즐거운 한 때를 보내고 제주로 돌아왔습니다.
280,1169465,3000,,5.0,n서울타워 올라가는 금액에 천원만 추가하면 팝콘과 콜라 두 잔을 주더라구요. 낮에 가서 서울 전경을 보는 것도 좋고 야경을 보는 것은 더 좋아요. 외국인들도 많이 오는 서울의 대표 명소가 된 것 같네요.n서울타워 올라가는 금액에 천원만 추가하면 팝콘과 콜라 두 잔을 주더라구요. 낮에 가서 서울 전경을 보는 것도 좋고 야경을 보는 것은 더 좋아요. 외국인들도 많이 오는 서울의 대표 명소가 된 것 같네요.
310,1169465,3000,,5.0,Paris의 Efel Tower처럼 웅장하지는 않아도 연인과 함께 자물쇠로 애정을 확실히 표시하고 한국전통 위장대의 의식과 사물놀이 등 아기자기한 볼것이 큰 자랑이라 느꼈습니다.Paris의 Efel Tower처럼 웅장하지는 않아도 연인과 함께 자물쇠로 애정을 확실히 표시하고 한국전통 위장대의 의식과 사물놀이 등 아기자기한 볼것이 큰 자랑이라 느꼈습니다.
350,1169465,3000,,5.0,N 서울타워는 케이블카를 타고 가는 것 과 남산도사관에서 걸어서 올라가는 길 이 있다 걸어서 올라가는길 양 옆으로 벚꽃나무 등 다양한 종류의나무들이 있어서 자연휴양림처럼 공기부터 달라진다. 20분여분 걸어 올라가면 작년에 새로 건축 된 플라자 건물이 보인다. 이 건물 엘리베이터를 이용해서 서울타워로 바로 갈 수 있다 서울타워 내 에 있는 한쿡식당 전망으로 보이는 서울시내는 너무 아름답다. 음식도 다양하고 친구N 서울타워는 케이블카를 타고 가는 것 과 남산도사관에서 걸어서 올라가는 길 이 있다 걸어서 올라가는길 양 옆으로 벚꽃나무 등 다양한 종류의나무들이 있어서 자연휴양림처럼 공기부터 달라진다. 20분여분 걸어 올라가면 작년에 새로 건축 된 플라자 건물이 보인다. 이 건물 엘리베이터를 이용해서 서울타워로 바로 갈 수 있다 서울타워 내 에 있는 한쿡식당 전망으로 보이는 서울시내는 너무 아름답다. 음식도 다양하고 친구 가족끼리 가 보기를 추천한다
370,1169465,3000,,4.0,N서울타워에 버스로도 가보고 걸어서도 가보고 케이블카도 타봤는데N서울타워에 버스로도 가보고 걸어서도 가보고 케이블카도 타봤는데  저는 걸어서 올라가는게 더 재미있더라구요.. N서울타워라고 해서 볼게 많거나 한건 아니라서 버스나 케이블카로 후딱 올라가버리면 뭔가 정상에 머무는 의미가 잘 안나잖아요.. 근데 걸어서 올라가면 나무 계단 느낌도 얻을 수 있고  곧곧에 있는 전망대에서 서울 도 바라보고.. 정상에 올라가서는 누구나 한다는 자물쇠걸기를 했는데  사오는 걸 깜빡해서 기겁할만한 돈으로 자물쇠사서 했습니다..;; 자물쇠 꼭 사가세요........
